iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
136 1.4695e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 2.0017e+05 4.0000e-01
137 1.4711e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9840e+05 4.0000e-01
138 1.4727e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9666e+05 4.0000e-01
139 1.4743e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9495e+05 4.0000e-01
140 1.4759e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9327e+05 4.0000e-01
141 1.4775e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9162e+05 4.0000e-01
142 1.4792e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.8999e+05 4.0000e-01
143 1.4808e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.9009e+05 4.0000e-01
144 1.4824e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.8851e+05 4.0000e-01
145 1.4840e-02 2.2750e-01 92 4.0000e-01 1.5492e+01 -2.3423e-05 -2.9070e-07 -2.0488e-05 1.8696e+05 4.0000e-01
146 1.4856e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.8215e+05 4.0000e-01
147 1.4872e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.8066e+05 4.0000e-01
148 1.4888e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7920e+05 4.0000e-01
149 1.4904e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7776e+05 4.0000e-01
150 1.4921e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7634e+05 4.0000e-01
151 1.4937e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7495e+05 4.0000e-01
152 1.4953e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7358e+05 4.0000e-01
153 1.4969e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7222e+05 4.0000e-01
154 1.4985e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.7089e+05 4.0000e-01
155 1.5001e-02 2.3000e-01 93 4.0000e-01 1.5492e+01 -2.4191e-05 -2.9695e-07 -2.1160e-05 1.6959e+05 4.0000e-01
156 1.5017e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6678e+05 4.0000e-01
157 1.5034e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6552e+05 4.0000e-01
158 1.5050e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6428e+05 4.0000e-01
159 1.5066e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6305e+05 4.0000e-01
160 1.5082e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6184e+05 4.0000e-01
161 1.5098e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.6065e+05 4.0000e-01
162 1.5114e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.5948e+05 4.0000e-01
163 1.5130e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.5832e+05 4.0000e-01
164 1.5147e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.5718e+05 4.0000e-01
165 1.5163e-02 2.3250e-01 94 4.0000e-01 1.5492e+01 -2.4976e-05 -3.0325e-07 -2.1846e-05 1.5606e+05 4.0000e-01
166 1.5179e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.5354e+05 4.0000e-01
167 1.5195e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.5246e+05 4.0000e-01
168 1.5211e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.5139e+05 4.0000e-01
169 1.5227e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.5033e+05 4.0000e-01
170 1.5243e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.4929e+05 4.0000e-01
171 1.5260e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.4827e+05 4.0000e-01
172 1.5276e-02 2.3500e-01 95 4.0000e-01 1.5492e+01 -2.5777e-05 -3.0962e-07 -2.2546e-05 1.4725e+05 4.0000e-01
